NCT Number,Study Title,Study URL,Study Status,Study Results,Conditions,Interventions,Phases,Funder Type,Study Type,Results First Posted
NCT02528942,Feasibility Study Incorporating Lung Function Imaging Into Radiation Therapy for Lung Cancer Patients,https://clinicaltrials.gov/study/NCT02528942,COMPLETED,YES,Lung Neoplasms|Lung Cancer,RADIATION: Radiation therapy,NA,OTHER,INTERVENTIONAL,6/3/2021
NCT00856830,Bendamustine With Irinotecan Followed by Etoposide/Carboplatin for Patients With Extensive Stage Small Cell Lung Cancer,https://clinicaltrials.gov/study/NCT00856830,COMPLETED,YES,Small Cell Lung Cancer|Extensive Stage Lung Cancer|Chemonaive,DRUG: Novel Drug Combination,PHASE1|PHASE2,OTHER,INTERVENTIONAL,3/3/2017
NCT01102231,Chemoradiotherapy in Stage III Non-small Cell Lung Cancer (NSCLC),https://clinicaltrials.gov/study/NCT01102231,COMPLETED,YES,Stage III Non-small Cell Lung Cancer,DRUG: Chemotherapy|DRUG: ERBITUX|RADIATION: Radiotherapy,PHASE2,OTHER,INTERVENTIONAL,1/6/2021
NCT04548531,Engaging Patients in Colon Cancer Screening Decisions During COVID-19,https://clinicaltrials.gov/study/NCT04548531,COMPLETED,YES,Colon Cancer,BEHAVIORAL: Shared Decision Making,NA,OTHER,INTERVENTIONAL,4/13/2022
NCT02409342,A Study of Atezolizumab (MPDL3280A) Compared With a Platinum Agent (Cisplatin or Carboplatin) + (Pemetrexed or Gemcitabine) in Participants With Stage IV Non-Squamous or Squamous Non-Small Cell Lung Cancer (NSCLC) [IMpower110],https://clinicaltrials.gov/study/NCT02409342,COMPLETED,YES,"Non-Squamous Non-Small Cell Lung Cancer, Squamous Non-Small Cell Lung Cancer","DRUG: Atezolizumab (MPDL3280A) [TECENTRIQ], an engineered anti-PDL1 antibody|DRUG: Carboplatin|DRUG: Cisplatin|DRUG: Gemcitabine|DRUG: Pemetrexed",PHASE3,INDUSTRY,INTERVENTIONAL,1/26/2021
NCT00459121,"Vandetanib, Carboplatin, and Paclitaxel in Treating Patients With Stage I, Stage II, or Stage III Non-Small Cell Lung Cancer That Can Be Removed by Surgery",https://clinicaltrials.gov/study/NCT00459121,TERMINATED,YES,Lung Cancer,DRUG: carboplatin|DRUG: paclitaxel|DRUG: Zactima|PROCEDURE: neoadjuvant therapy,PHASE2,OTHER,INTERVENTIONAL,11/12/2012
NCT02702921,Powered Vascular Stapler in Video-Assisted Thoracoscopic (VAT) Lobectomies,https://clinicaltrials.gov/study/NCT02702921,COMPLETED,YES,Non Small Cell Lung Cancer,DEVICE: Surgeon's 'standard of care' stapler|DEVICE: Ethicon Powered Vascular Stapler,NA,INDUSTRY,INTERVENTIONAL,3/29/2018
NCT00203931,Trial Comparing Cetuximab With Pemetrexed/Cetuximab Therapy for Non-Small Cell Lung Cancer,https://clinicaltrials.gov/study/NCT00203931,TERMINATED,YES,Non-small Cell Lung Cancer,DRUG: Cetuximab|DRUG: Pemetrexed,PHASE2,OTHER,INTERVENTIONAL,12/10/2013
NCT02887521,Pulmonary Rehabilitation Before Lung Cancer Resection,https://clinicaltrials.gov/study/NCT02887521,TERMINATED,YES,Non-small Cell Lung Cancer (NSCLC)|Chronic Obstructive Pulmonary Disease (COPD),OTHER: education|PROCEDURE: rehabilitation|DEVICE: pedometer|OTHER: education|PROCEDURE: surgery,PHASE3,OTHER,INTERVENTIONAL,4/24/2020
NCT02659631,PF-06671008 Dose Escalation Study in Advanced Solid Tumors,https://clinicaltrials.gov/study/NCT02659631,TERMINATED,YES,Neoplasms,DRUG: PF-06671008|DRUG: PF-06671008,PHASE1,INDUSTRY,INTERVENTIONAL,3/20/2020
NCT00984542,Bendamustine as Second-Line Therapy in Treating Patients With Relapsed or Refractory Small Cell Lung Cancer,https://clinicaltrials.gov/study/NCT00984542,COMPLETED,YES,Lung Cancer,DRUG: bendamustine hydrochloride,PHASE2,OTHER,INTERVENTIONAL,8/16/2013
NCT03576131,GEN1029 (HexaBody®-DR5/DR5) Safety Trial in Patients With Malignant Solid Tumors,https://clinicaltrials.gov/study/NCT03576131,TERMINATED,YES,Colorectal Cancer|Non-small Cell Lung Cancer|Triple Negative Breast Cancer|Renal Cell Carcinoma|Gastric Cancer|Pancreatic Cancer|Urothelial Cancer,BIOLOGICAL: GEN1029 (HexaBody®-DR5/DR5),PHASE1|PHASE2,INDUSTRY,INTERVENTIONAL,10/7/2022
NCT03420742,"A Phase 1 Drug-Drug Interaction Study Between Brigatinib and the CYP3A Substrate, Midazolam, in Participants With ALK-Positive or ROS1-Positive Solid Tumors",https://clinicaltrials.gov/study/NCT03420742,COMPLETED,YES,"Carcinoma, Advanced ALK+ or ROS1+Non-Small-Cell Lung, Neoplasm, Advanced ALK+ or ROS1+Solid Tumors",DRUG: Midazolam|DRUG: Brigatinib,PHASE1,INDUSTRY,INTERVENTIONAL,4/22/2022
NCT03102242,Atezolizumab Immunotherapy in Patients With Advanced NSCLC,https://clinicaltrials.gov/study/NCT03102242,COMPLETED,YES,"Carcinoma, Non-Small-Cell Lung",DRUG: Atezolizumab,PHASE2,OTHER,INTERVENTIONAL,4/3/2023
NCT02379988,Prone Breath Hold Technique to Decrease Cardiac and Pulmonary Doses in Women Receiving Left Breast Radiotherapy,https://clinicaltrials.gov/study/NCT02379988,COMPLETED,YES,Breast Cancer,RADIATION: Verify radiation dose to heart and lung,NA,OTHER,INTERVENTIONAL,1/31/2023
NCT00387465,Azacitidine and Entinostat in Treating Patients With Recurrent Advanced Non-Small Cell Lung Cancer,https://clinicaltrials.gov/study/NCT00387465,COMPLETED,YES,Recurrent Non-Small Cell Lung Carcinoma|Stage IIIA Non-Small Cell Lung Cancer|Stage IIIB Non-Small Cell Lung Cancer|Stage IV Non-Small Cell Lung Cancer,DRUG: Azacitidine 30mg/m2|DRUG: Entinostat|DRUG: Azacitidine 40mg/m2,PHASE1|PHASE2,NIH,INTERVENTIONAL,3/28/2019
NCT00906789,Testing of Computer Aided Detection Software for Riverain Medical Group,https://clinicaltrials.gov/study/NCT00906789,COMPLETED,YES,Lung Cancer,BEHAVIORAL: Software,,OTHER,OBSERVATIONAL,9/19/2013
NCT02233842,Cognitive Testing of Tobacco Use Measurement Items for Administration With Cancer Patients and Survivors,https://clinicaltrials.gov/study/NCT02233842,COMPLETED,YES,Lung Cancer|Prostate Cancer|Bladder Cancer|Thymic Cancer,BEHAVIORAL: Participant interview,,NIH,OBSERVATIONAL,6/16/2016
NCT00287989,"Erlotinib, Paclitaxel, and Carboplatin in Treating Patients With Stage III, Stage IV, or Recurrent Non-Small Cell Lung Cancer",https://clinicaltrials.gov/study/NCT00287989,COMPLETED,YES,Lung Cancer,DRUG: Carboplatin|DRUG: erlotinib hydrochloride|DRUG: Paclitaxel|DRUG: erlotinib hydrochloride,PHASE2,OTHER,INTERVENTIONAL,3/20/2017
NCT01497665,GRN1005 in Non-Small Cell Lung Cancer (NSCLC) Patients With Brain Metastases (GRABM-L),https://clinicaltrials.gov/study/NCT01497665,TERMINATED,YES,Non-small Cell Lung Cancer (NSCLC) With Brain Metastases,DRUG: GRN1005,PHASE2,INDUSTRY,INTERVENTIONAL,5/12/2015
NCT01933789,Improving Communication About Serious Illness,https://clinicaltrials.gov/study/NCT01933789,COMPLETED,YES,"Critical Illness|Chronic Disease|Terminal Care|Palliative Care|Communication|Advance Care Planning|Neoplasm Metastasis|Lung Neoplasms|Pulmonary Disease, Chronic Obstructive|Heart Failure|End Stage Liver Disease|Kidney Failure, Chronic",BEHAVIORAL: Communication Feedback Form for Patients with Serious Illness,NA,OTHER,INTERVENTIONAL,11/28/2017
NCT02748889,Carboplatin Plus Etoposide With or Without MPDL3280A in Untreated Extensive Stage Small Cell Lung Cancer,https://clinicaltrials.gov/study/NCT02748889,TERMINATED,YES,Small Cell Lung Cancer ( SCLC ),DRUG: Carboplatin|DRUG: Etoposide|BIOLOGICAL: MPDL3280A,PHASE1|PHASE2,OTHER,INTERVENTIONAL,4/24/2018
NCT02155465,Trial of Ruxolitinib and Erlotinib in Patients With EGFR-mutant Lung Adenocarcinoma With Acquired Resistance to Erlotinib,https://clinicaltrials.gov/study/NCT02155465,COMPLETED,YES,Lung Cancer,DRUG: Ruxolitinib|DRUG: Erlotinib,PHASE1|PHASE2,OTHER,INTERVENTIONAL,3/19/2018
NCT02869789,An Investigational Immuno-therapy Study for Safety of Nivolumab in Combination With Ipilimumab to Treat Advanced Cancers,https://clinicaltrials.gov/study/NCT02869789,COMPLETED,YES,Lung Cancer,DRUG: Nivolumab in combination with Ipilimumab,PHASE4,INDUSTRY,INTERVENTIONAL,5/3/2023
NCT00410189,BATTLE Program: ZD6474 in Previously Treated Subjects With NSCLC,https://clinicaltrials.gov/study/NCT00410189,COMPLETED,YES,Lung Cancer,DRUG: ZD6474,PHASE2,OTHER,INTERVENTIONAL,3/17/2015
NCT01757288,"Phase I/II NabPaclitaxel, Paclitaxel&Carboplatin w RTX Followed by Consolidation in Patients w Favorable Prognosis Inoperable Stage IIIA/B NSCLC",https://clinicaltrials.gov/study/NCT01757288,COMPLETED,YES,STAGE IIIA/B NSCLC / INOPERABLE LUNG CANCER,DRUG: NAB-PACLITAXEL|DRUG: PACLITAXEL|DRUG: NAB-PACLITAXEL,PHASE1|PHASE2,OTHER,INTERVENTIONAL,7/2/2021
NCT00398138,"Vaccine Therapy and GM-CSF in Treating Patients With Acute Myeloid Leukemia, Myelodysplastic Syndromes, Non-Small Cell Lung Cancer, or Mesothelioma",https://clinicaltrials.gov/study/NCT00398138,COMPLETED,YES,Leukemia|Lung Cancer|Malignant Mesothelioma|Myelodysplastic Syndromes|Primary Peritoneal Cavity Cancer,BIOLOGICAL: WT-1 analog peptide vaccine|BIOLOGICAL: incomplete Freund's adjuvant|BIOLOGICAL: sargramostim|GENETIC: polymerase chain reaction|OTHER: flow cytometry|OTHER: immunoenzyme technique,PHASE1,OTHER,INTERVENTIONAL,12/22/2015
NCT01685138,LDK378 in Crizotinib naïve Adult Patients With ALK-activated Non-small Cell Lung Cancer,https://clinicaltrials.gov/study/NCT01685138,COMPLETED,YES,Non-Small Cell Lung Cancer,DRUG: LDK378,PHASE2,INDUSTRY,INTERVENTIONAL,1/22/2019
NCT01675765,Safety and Efficacy of Listeria in Combination With Chemotherapy as Front-line Treatment for Malignant Pleural Mesothelioma,https://clinicaltrials.gov/study/NCT01675765,COMPLETED,YES,Malignant Pleural Mesothelioma,BIOLOGICAL: Immunotherapy plus chemotherapy|BIOLOGICAL: Immunotherapy with cyclophosphamide plus chemotherapy,PHASE1,INDUSTRY,INTERVENTIONAL,9/2/2020
NCT00182689,Sorafenib in Treating Patients With Extensive Stage Small Cell Lung Cancer,https://clinicaltrials.gov/study/NCT00182689,COMPLETED,YES,Extensive Stage Small Cell Lung Cancer|Recurrent Small Cell Lung Cancer,DRUG: sorafenib tosylate,PHASE2,NIH,INTERVENTIONAL,8/20/2012
NCT00409188,Cancer Vaccine Study for Unresectable Stage III Non-small Cell Lung Cancer (START),https://clinicaltrials.gov/study/NCT00409188,COMPLETED,YES,Non-small Cell Lung Cancer,BIOLOGICAL: Tecemotide (L-BLP25)|DRUG: Single low dose cyclophosphamide|DRUG: Placebo,PHASE3,INDUSTRY,INTERVENTIONAL,7/23/2015
NCT00741988,Ixabepilone and Carboplatin +/- Bevacizumab in Advanced Non-Small-Cell Lung Cancer,https://clinicaltrials.gov/study/NCT00741988,COMPLETED,YES,Non-Small Cell Lung Cancer,DRUG: Ixabepilone|DRUG: Carboplatin|DRUG: Bevacizumab,PHASE2,OTHER,INTERVENTIONAL,1/23/2013
NCT00603538,"Study of CP-751,871 in Combination With Carboplatin and Paclitaxel in Advanced Lung Cancer",https://clinicaltrials.gov/study/NCT00603538,COMPLETED,YES,"Carcinoma, Non-Small-Cell Lung","DRUG: CP-751,871 + carboplatin + paclitaxel",PHASE1,INDUSTRY,INTERVENTIONAL,1/18/2013
NCT02274038,Serial [18F]Thymidine (FLT)PET/CT as a Biomarker of Response in Pemetrexed Therapy for Non-Small Cell Lung Cancer,https://clinicaltrials.gov/study/NCT02274038,TERMINATED,YES,Non-small Cell Lung Cancer|Starting Pemetrexed Based Therapy|Unresectable Cancer,"DRUG: Baseline 18F-thymidine (FLT) PET/CT|DRUG: Post-therapy 18F-thymidine (FLT) PET/CT to assess for pemetrexed induced tumor FLT ""flare""|DRUG: Post-therapy 18F-thymidine (FLT) PET/CT to assess for pemetrexed induced changes in tumor proliferation",NA,OTHER,INTERVENTIONAL,2/8/2021
NCT00087438,Stereotactic Body Radiation Therapy in Treating Patients With Inoperable Stage I or Stage II Non-Small Cell Lung Cancer,https://clinicaltrials.gov/study/NCT00087438,COMPLETED,YES,Lung Cancer,RADIATION: stereotactic body radiation therapy,PHASE2,NETWORK,INTERVENTIONAL,2/25/2014
NCT03488472,Radiosurgery Plus NovoTTF-200A for Metastatic Small Cell Lung Cancer to the Brain,https://clinicaltrials.gov/study/NCT03488472,TERMINATED,YES,Brain Metastases|Small Cell Lung Cancer,DEVICE: NovoTTF-200A|RADIATION: Stereotactic Radiosurgery (SRS),NA,OTHER,INTERVENTIONAL,12/8/2022
NCT03157089,Testing Afatinib in Combination With Pembrolizumab in Patients With Squamous Cell Carcinoma of the Lung,https://clinicaltrials.gov/study/NCT03157089,COMPLETED,YES,"Carcinoma, Non-Small-Cell Lung",DRUG: Afatinib|DRUG: pembrolizumab,PHASE2,INDUSTRY,INTERVENTIONAL,12/21/2020
NCT04381988,A Study of Hydroxychloroquine vs Placebo to Prevent COVID-19 Infection in Patients Receiving Radiotherapy,https://clinicaltrials.gov/study/NCT04381988,TERMINATED,YES,COVID-19|Cancer,DRUG: Hydroxychloroquine|OTHER: Placebo|RADIATION: Radiation therapy,PHASE2,OTHER,INTERVENTIONAL,10/25/2021
NCT03647488,Study of Capmatinib and Spartalizumab Combination Therapy vs Docetaxel in Non-small Cell Lung Cancer,https://clinicaltrials.gov/study/NCT03647488,COMPLETED,YES,"Carcinoma, Non-Small-Cell Lung",DRUG: Capmatinib|DRUG: Spartalizumab|DRUG: Docetaxel,PHASE2,INDUSTRY,INTERVENTIONAL,6/8/2021
NCT00328562,ZD1839 With Hypofractionated Radiation Therapy With an Immobilization Device for Advanced Non-Small Cell Lung Cancer,https://clinicaltrials.gov/study/NCT00328562,COMPLETED,YES,Non-Small Cell Lung Carcinoma (NSCLC),DRUG: ZD1839 (Iressa)|RADIATION: Thoracic Radiotherapy,PHASE1,OTHER,INTERVENTIONAL,6/9/2014
NCT00553462,Carboplatin and Paclitaxel Albumin-Stabilized Nanoparticle Formulation Followed by Radiation Therapy and Erlotinib in Treating Patients With Stage III Non-Small Cell Lung Cancer That Cannot Be Removed By Surgery,https://clinicaltrials.gov/study/NCT00553462,COMPLETED,YES,Lung Cancer,DRUG: carboplatin|DRUG: erlotinib hydrochloride|DRUG: paclitaxel albumin-stabilized nanoparticle formulation|RADIATION: radiation therapy,PHASE2,OTHER,INTERVENTIONAL,11/23/2016
NCT01012362,Study of Pazopanib and Ixabepilone in Patients With Solid Tumors,https://clinicaltrials.gov/study/NCT01012362,TERMINATED,YES,Breast Cancer|Lung Cancer|Colon Cancer|Pancreatic Cancer|Head and Neck Cancer|Kidney Cancer|Sarcoma|Hepatocellular Cancer,DRUG: Pazopanib|DRUG: Ixabepilone,PHASE1,OTHER,INTERVENTIONAL,4/11/2017
NCT00432562,A Bioequivalence Study of Vinorelbine Tartrate Injectable Emulsion in Patients With Advanced Cancer.,https://clinicaltrials.gov/study/NCT00432562,COMPLETED,YES,Breast Cancer|Non-small Cell Lung Cancer|Non-Hodgkins Lymphoma,DRUG: Vinorelbine Tartrate,PHASE1,INDUSTRY,INTERVENTIONAL,1/19/2012
NCT03175172,Evaluation of CRS-207 With Pembrolizumab in Previously Treated Malignant Pleural Mesothelioma (MPM),https://clinicaltrials.gov/study/NCT03175172,TERMINATED,YES,Malignant Pleural Mesothelioma,BIOLOGICAL: CRS-207|BIOLOGICAL: Pembrolizumab,PHASE2,INDUSTRY,INTERVENTIONAL,1/26/2019
NCT01532362,Evaluation of Apricoxib (Selective Cyclooxygenase 2 Inhibition) in Modulating T Regulatory Cells of Patients With Early Stage Non-small Cell Lung Cancer,https://clinicaltrials.gov/study/NCT01532362,TERMINATED,YES,Non Small Cell Lung Cancer,DRUG: Apricoxib,NA,OTHER,INTERVENTIONAL,1/12/2016
NCT00453362,A Study of Changes in FDG- and FLT-PET Imaging in Patients With Non-Small Cell Lung Cancer Following Treatment With Erlotinib,https://clinicaltrials.gov/study/NCT00453362,COMPLETED,YES,Non-Small Cell Lung Cancer,OTHER: 2-deoxy-2-[18F]fluoro-D-glucose (FDG)|OTHER: 3'-deoxy-3'-[18F]fluorothymidine (FLT)|DRUG: erlotinib HCl,PHASE1|PHASE2,INDUSTRY,INTERVENTIONAL,3/31/2011
NCT04422210,"A Study Evaluating The Safety, Tolerability, Pharmacokinetics, And Efficacy Of Venetoclax In Combination With Atezolizumab, Carboplatin, And Etoposide In Participants With Untreated Extensive-Stage Small Cell Lung Cancer (ES-SCLC).",https://clinicaltrials.gov/study/NCT04422210,TERMINATED,YES,Small Cell Lung Cancer,DRUG: Venetoclax|DRUG: Atezolizumab|DRUG: Carboplatin|DRUG: Etoposide,PHASE1,INDUSTRY,INTERVENTIONAL,10/8/2021
NCT01470248,Study of Arsenic Trioxide in Small Cell Lung Cancer,https://clinicaltrials.gov/study/NCT01470248,COMPLETED,YES,"Lung Cancer|Cancer of Lung|Pulmonary Cancer|Pulmonary Neoplasms|Carcinoma, Small Cell",DRUG: Arsenic Trioxide,PHASE2,OTHER,INTERVENTIONAL,1/18/2017
NCT02538666,"An Investigational Immuno-therapy Study of Nivolumab, or Nivolumab in Combination With Ipilimumab, or Placebo in Patients With Extensive-Stage Disease Small Cell Lung Cancer (ED-SCLC) After Completion of Platinum-based Chemotherapy",https://clinicaltrials.gov/study/NCT02538666,COMPLETED,YES,Lung Cancer,BIOLOGICAL: Nivolumab|BIOLOGICAL: Ipilimumab|OTHER: Placebo,PHASE3,INDUSTRY,INTERVENTIONAL,10/1/2019
NCT04863248,"Trilaciclib, a CDK 4/6 Inhibitor, in Patients Receiving Docetaxel for Metastatic Non-Small Cell Lung Cancer (NSCLC) (PRESERVE 4)",https://clinicaltrials.gov/study/NCT04863248,TERMINATED,YES,Metastatic Non-Small Cell Lung Cancer|NSCLC|Lung Cancer,DRUG: Trilaciclib|DRUG: Placebo|DRUG: Docetaxel,PHASE2,INDUSTRY,INTERVENTIONAL,1/23/2023
NCT01648166,Study of Lung Cancer in Appalachian Kentucky: The Role of Environmental Carcinogens,https://clinicaltrials.gov/study/NCT01648166,COMPLETED,YES,Lung Cancer,OTHER: Environmental sampling,,OTHER,OBSERVATIONAL,9/4/2019
NCT03322566,A Study of Pembrolizumab Plus Epacadostat With Platinum-based Chemotherapy Versus Pembrolizumab Plus Platinum-based Chemotherapy Plus Placebo in Metastatic Non-Small Cell Lung Cancer (KEYNOTE-715-06/ECHO-306-06),https://clinicaltrials.gov/study/NCT03322566,COMPLETED,YES,Lung Cancer,DRUG: Pembrolizumab|DRUG: Epacadostat|DRUG: Platinum-based chemotherapy|DRUG: Placebo,PHASE2,INDUSTRY,INTERVENTIONAL,12/10/2019
NCT00509366,Study Using a Genomic Predictor of Platinum Resistance to Guide Therapy in Stage IIIB/IV Non-Small Cell Lung Cancer,https://clinicaltrials.gov/study/NCT00509366,TERMINATED,YES,Non Small Cell Lung Cancer,DRUG: Cisplatin & Gemcitabine|DRUG: Cisplatin & Pemetrexed|DRUG: Docetaxel & Gemcitabine|DRUG: Pemetrexed & Gemcitabine,PHASE2,OTHER,INTERVENTIONAL,5/7/2014
NCT01998919,A Study of Tarceva (Erlotinib) in Combination With Platinum Based Chemotherapy in Patients With Non-Small Cell Lung Cancer.,https://clinicaltrials.gov/study/NCT01998919,COMPLETED,YES,Non-Small Cell Lung Cancer,DRUG: erlotinib [Tarceva]|DRUG: placebo|DRUG: gemcitabine|DRUG: cisplatin|DRUG: carboplatin,PHASE2,INDUSTRY,INTERVENTIONAL,4/7/2014
NCT03663166,Radiation and Chemotherapy With Ipilimumab Followed by Nivolumab for Patients With Stage III Unresectable Non-Small Cell Lung Cancer (NSCLC),https://clinicaltrials.gov/study/NCT03663166,TERMINATED,YES,"Carcinoma, Non-Small-Cell Lung",RADIATION: Thoracic Radiotherapy|DRUG: Platinum Based Chemotherapy|DRUG: ipilimumab|DRUG: Nivolumab,PHASE1|PHASE2,OTHER,INTERVENTIONAL,10/21/2022
NCT00832819,E7080 in Combination With Carboplatin and Paclitaxel in Patients With Non-small Cell Lung Cancer (NSCLC),https://clinicaltrials.gov/study/NCT00832819,COMPLETED,YES,Non-small-cell Lung Cancer,DRUG: E7080|DRUG: E7080|DRUG: Paclitaxel|DRUG: Carboplatin,PHASE1,INDUSTRY,INTERVENTIONAL,2/21/2015
NCT03026166,A Study of Rovalpituzumab Tesirine Administered in Combination With Nivolumab and With or Without Ipilimumab for Adults With Extensive-Stage Small Cell Lung Cancer,https://clinicaltrials.gov/study/NCT03026166,TERMINATED,YES,Small Cell Lung Cancer,DRUG: Ipilimumab|DRUG: Nivolumab|DRUG: Rovalpituzumab tesirine,PHASE1|PHASE2,INDUSTRY,INTERVENTIONAL,6/12/2020
NCT00806819,Lume Lung 2 : BIBF 1120 Plus Pemetrexed Compared to Placebo Plus Pemetrexed in 2nd Line Nonsquamous NSCLC,https://clinicaltrials.gov/study/NCT00806819,COMPLETED,YES,"Carcinoma, Non-Small-Cell Lung",DRUG: Nintedanib (BIBF1120)|DRUG: Pemetrexed|DRUG: pemetrexed|DRUG: B12|DRUG: dexamethasone (or corticosteroid equivalent)|DRUG: placebo|DRUG: dexamethasone (or corticosteroid equivalent)|DRUG: B12|DRUG: Folic Acid|DRUG: B12|DRUG: dexamethasone (or corticosteroid equivalent)|DRUG: Folic Acid|DRUG: placebo|DRUG: Folic Acid|DRUG: Nintedanib (BIBF1120)|DRUG: Pemetrexed,PHASE3,INDUSTRY,INTERVENTIONAL,11/14/2014
NCT01250119,"A Study to Assess the Incidence of EGFR Mutation in Patients With Newly Diagnosed Locally Advanced or Metastatic Non-Small Cell Lung Cancer in the UK, And of Tarceva (Erlotinib) as First-Line Therapy in EGFR Mutation Positive Patients.",https://clinicaltrials.gov/study/NCT01250119,COMPLETED,YES,Non-Squamous Non-Small Cell Lung Cancer,DRUG: erlotinib [Tarceva],PHASE2,INDUSTRY,INTERVENTIONAL,8/28/2015
NCT00966277,Dalteparin for Primary Venous Thromboembolism (VTE) Prophylaxis in Pancreatic Cancer Patients,https://clinicaltrials.gov/study/NCT00966277,COMPLETED,YES,Pancreatic Cancer|Venous Thromboembolism,DRUG: Dalteparin,PHASE4,OTHER,INTERVENTIONAL,7/12/2016
NCT00533429,Study of Pemetrexed + Carboplatin + Bevacizumab + Enzastaurin Versus Pemetrexed + Carboplatin + Bevacizumab + Placebo in Participants With Non-Small Cell Lung Cancer Who Have Not Been Previously Treated With Chemotherapy,https://clinicaltrials.gov/study/NCT00533429,COMPLETED,YES,Non-small Cell Lung Cancer,DRUG: enzastaurin|DRUG: pemetrexed|DRUG: carboplatin|DRUG: bevacizumab|DRUG: Placebo,PHASE2,INDUSTRY,INTERVENTIONAL,4/20/2021
NCT02713529,Safety and Efficacy Study of AMG 820 and Pembrolizumab Combination in Select Advanced Solid Tumor Cancer,https://clinicaltrials.gov/study/NCT02713529,COMPLETED,YES,Pancreatic Cancer|Colorectal Cancer|Non-Small Cell Lung Cancer,BIOLOGICAL: AMG820 and pembrolizumab,PHASE1|PHASE2,INDUSTRY,INTERVENTIONAL,5/14/2020
